2024-02-01 10:43:57.880 INFO  --- [Version.java:21][background-preinit] - HV000001: Hibernate Validator 6.2.4.Final
2024-02-01 10:43:59.056 INFO  --- [RpcClientFactory.java:80][main] - [RpcClientFactory] create a new rpc client of f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0
2024-02-01 10:43:59.119 INFO  --- [Reflections.java:232][main] - Reflections took 34 ms to scan 1 urls, producing 3 keys and 6 values 
2024-02-01 10:43:59.163 INFO  --- [Reflections.java:232][main] - Reflections took 16 ms to scan 1 urls, producing 4 keys and 9 values 
2024-02-01 10:43:59.178 INFO  --- [Reflections.java:232][main] - Reflections took 13 ms to scan 1 urls, producing 3 keys and 10 values 
2024-02-01 10:43:59.202 INFO  --- [Reflections.java:232][main] - Reflections took 21 ms to scan 14 urls, producing 0 keys and 0 values 
2024-02-01 10:43:59.218 INFO  --- [Reflections.java:232][main] - Reflections took 15 ms to scan 1 urls, producing 1 keys and 5 values 
2024-02-01 10:43:59.243 INFO  --- [Reflections.java:232][main] - Reflections took 20 ms to scan 1 urls, producing 1 keys and 7 values 
2024-02-01 10:43:59.256 INFO  --- [Reflections.java:232][main] - Reflections took 11 ms to scan 1 urls, producing 2 keys and 8 values 
2024-02-01 10:43:59.279 INFO  --- [Reflections.java:232][main] - Reflections took 19 ms to scan 14 urls, producing 0 keys and 0 values 
2024-02-01 10:43:59.284 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2024-02-01 10:43:59.286 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$363/406265225
2024-02-01 10:43:59.287 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$364/1329572464
2024-02-01 10:43:59.288 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2024-02-01 10:43:59.289 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2024-02-01 10:43:59.304 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Try to connect to server on start up, server: {serverIp = '61.172.179.56', server main port = 8848}
2024-02-01 10:44:01.366 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1706755441155_119.4.174.142_54982
2024-02-01 10:44:01.366 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Notify connected event to listeners.
2024-02-01 10:44:01.367 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2024-02-01 10:44:01.367 INFO  --- [LoggerUtils.java:60][main] - [f50c26b7-4af3-4e74-b1d0-bdddaa48496f_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/577628476
2024-02-01 10:44:01.943 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[fm-1.0] & group[DEFAULT_GROUP]
2024-02-01 10:44:02.020 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[fm-1.0.yaml] & group[DEFAULT_GROUP]
2024-02-01 10:44:02.090 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[fm-1.0-dev.yaml] & group[DEFAULT_GROUP]
2024-02-01 10:44:02.091 INFO  --- [PropertySourceBootstrapConfiguration.java:109][main] - Located property source: [BootstrapPropertySource {name='bootstrapProperties-fm-1.0-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-fm-1.0.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-fm-1.0,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-mybatis.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-sentinel.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-feign.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-seata.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-common.yml,DEV_GROUP'}]
2024-02-01 10:44:02.122 INFO  --- [SpringApplication.java:651][main] - The following 1 profile is active: "dev"
2024-02-01 10:44:05.274 INFO  --- [RepositoryConfigurationDelegate.java:262][main] - Multiple Spring Data modules found, entering strict repository configuration mode
2024-02-01 10:44:05.277 INFO  --- [RepositoryConfigurationDelegate.java:132][main] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2024-02-01 10:44:05.407 INFO  --- [RepositoryConfigurationDelegate.java:201][main] - Finished Spring Data repository scanning in 111 ms. Found 0 Redis repository interfaces.
2024-02-01 10:44:05.751 INFO  --- [LogAccessor.java:292][main] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2024-02-01 10:44:05.769 INFO  --- [LogAccessor.java:292][main] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2024-02-01 10:44:05.868 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'accountingBookMapper' and 'com.geeke.ureport.mapper.AccountingBookMapper' mapperInterface. Bean already defined with the same name!
2024-02-01 10:44:05.869 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'generalLedgerMapper' and 'com.geeke.ureport.mapper.GeneralLedgerMapper' mapperInterface. Bean already defined with the same name!
2024-02-01 10:44:05.869 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'ureportFileMapper' and 'com.geeke.ureport.mapper.UreportFileMapper' mapperInterface. Bean already defined with the same name!
2024-02-01 10:44:05.869 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'viewUreportMapper' and 'com.geeke.ureport.mapper.ViewUreportMapper' mapperInterface. Bean already defined with the same name!
2024-02-01 10:44:06.093 INFO  --- [GenericScope.java:283][main] - BeanFactory id=1338596a-8d75-350a-9b1f-d5c4d4d308bd
2024-02-01 10:44:06.211 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'shiroConfiguration' of type [com.geeke.config.shiro.ShiroConfiguration$$EnhancerBySpringCGLIB$$48736885] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-02-01 10:44:06.683 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'com.newtouch.cloud.common.dependency.remote.config.RemoteConfig' of type [com.newtouch.cloud.common.dependency.remote.config.RemoteConfig$$EnhancerBySpringCGLIB$$1e855b18] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-02-01 10:44:07.184 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'restTemplate' of type [org.springframework.web.client.RestTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2024-02-01 10:44:07.185 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'dynamicRestTemplate' of type [com.newtouch.cloud.common.dependency.remote.rest.DynamicRestTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
