2023-04-24 16:10:17.836 INFO  --- [Version.java:21][background-preinit] - HV000001: Hibernate Validator 6.2.4.Final
2023-04-24 16:10:19.761 INFO  --- [RpcClientFactory.java:80][main] - [RpcClientFactory] create a new rpc client of 38f040c2-55a1-456a-a50c-aad8750b48bf_config-0
2023-04-24 16:10:19.886 INFO  --- [Reflections.java:232][main] - Reflections took 69 ms to scan 1 urls, producing 3 keys and 6 values 
2023-04-24 16:10:19.957 INFO  --- [Reflections.java:232][main] - Reflections took 27 ms to scan 1 urls, producing 4 keys and 9 values 
2023-04-24 16:10:19.981 INFO  --- [Reflections.java:232][main] - Reflections took 19 ms to scan 1 urls, producing 3 keys and 10 values 
2023-04-24 16:10:20.017 INFO  --- [Reflections.java:232][main] - Reflections took 30 ms to scan 14 urls, producing 0 keys and 0 values 
2023-04-24 16:10:20.040 INFO  --- [Reflections.java:232][main] - Reflections took 20 ms to scan 1 urls, producing 1 keys and 5 values 
2023-04-24 16:10:20.079 INFO  --- [Reflections.java:232][main] - Reflections took 32 ms to scan 1 urls, producing 1 keys and 7 values 
2023-04-24 16:10:20.108 INFO  --- [Reflections.java:232][main] - Reflections took 20 ms to scan 1 urls, producing 2 keys and 8 values 
2023-04-24 16:10:20.147 INFO  --- [Reflections.java:232][main] - Reflections took 30 ms to scan 14 urls, producing 0 keys and 0 values 
2023-04-24 16:10:20.150 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
2023-04-24 16:10:20.152 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$363/2137552114
2023-04-24 16:10:20.153 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$364/443401609
2023-04-24 16:10:20.155 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2023-04-24 16:10:20.156 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2023-04-24 16:10:20.175 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Try to connect to server on start up, server: {serverIp = '61.172.179.56', server main port = 8848}
2023-04-24 16:10:23.050 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Success to connect to server [61.172.179.56:8848] on start up, connectionId = 1682323822445_221.237.228.207_64679
2023-04-24 16:10:23.051 INFO  --- [LoggerUtils.java:60][com.alibaba.nacos.client.remote.worker] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Notify connected event to listeners.
2023-04-24 16:10:23.051 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2023-04-24 16:10:23.052 INFO  --- [LoggerUtils.java:60][main] - [38f040c2-55a1-456a-a50c-aad8750b48bf_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$373/215911532
2023-04-24 16:10:23.393 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[cloud-eb-oec-application-fm] & group[DEFAULT_GROUP]
2023-04-24 16:10:23.433 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[cloud-eb-oec-application-fm.yaml] & group[DEFAULT_GROUP]
2023-04-24 16:10:23.471 WARN  --- [NacosPropertySourceBuilder.java:87][main] - Ignore the empty nacos configuration and get it based on dataId[cloud-eb-oec-application-fm-dev.yaml] & group[DEFAULT_GROUP]
2023-04-24 16:10:23.472 INFO  --- [PropertySourceBootstrapConfiguration.java:109][main] - Located property source: [BootstrapPropertySource {name='bootstrapProperties-cloud-eb-oec-application-fm-dev.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-cloud-eb-oec-application-fm.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-cloud-eb-oec-application-fm,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-mybatis.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-sentinel.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-feign.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-seata.yml,DEV_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-oec-cloud-common.yml,DEV_GROUP'}]
2023-04-24 16:10:23.511 INFO  --- [SpringApplication.java:651][main] - The following 1 profile is active: "dev"
2023-04-24 16:10:27.335 INFO  --- [RepositoryConfigurationDelegate.java:262][main] - Multiple Spring Data modules found, entering strict repository configuration mode
2023-04-24 16:10:27.340 INFO  --- [RepositoryConfigurationDelegate.java:132][main] - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2023-04-24 16:10:27.488 INFO  --- [RepositoryConfigurationDelegate.java:201][main] - Finished Spring Data repository scanning in 117 ms. Found 0 Redis repository interfaces.
2023-04-24 16:10:27.897 INFO  --- [LogAccessor.java:292][main] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
2023-04-24 16:10:27.920 INFO  --- [LogAccessor.java:292][main] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
2023-04-24 16:10:28.003 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'ureportFileMapper' and 'com.geeke.ureport.mapper.UreportFileMapper' mapperInterface. Bean already defined with the same name!
2023-04-24 16:10:28.003 WARN  --- [Logger.java:44][main] - Skipping MapperFactoryBean with name 'viewUreportMapper' and 'com.geeke.ureport.mapper.ViewUreportMapper' mapperInterface. Bean already defined with the same name!
2023-04-24 16:10:28.208 INFO  --- [GenericScope.java:283][main] - BeanFactory id=0da4b6b8-068d-3d10-9f5d-ddc6038a7ec4
2023-04-24 16:10:28.307 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'shiroConfiguration' of type [com.geeke.config.shiro.ShiroConfiguration$$EnhancerBySpringCGLIB$$bde9fff1] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2023-04-24 16:10:28.412 INFO  --- [PostProcessorRegistrationDelegate.java:376][main] - Bean 'realm' of type [com.geeke.config.shiro.UserRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
